SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,SubwayStation,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total)
5.22567362600722,1986,2007,8,1377,4,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.18746995617695,1986,2007,8,914,11,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.30294534745791,2007,2007,8,868,18,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
4.77942331607832,1985,2007,9,587,7,corridor,individual_heating,self_management,80,76,2.5,7.5,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
4.9701701465898,1986,2007,9,910,7,corridor,individual_heating,management_in_trust,100,18,2.5,7.5,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
5.26913919679218,1993,2007,9,1288,24,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.08205255343504,1993,2007,9,914,2,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.81023924076785,1992,2007,9,576,5,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
5.24795118303009,1993,2007,9,1451,1,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.74626045151184,1992,2007,9,576,1,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.58038890110886,1992,2007,9,355,3,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.96395301665248,1993,2007,9,644,20,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.25782491464976,2007,2007,9,868,18,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.21876125865599,1986,2007,9,1131,7,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.29716938096923,2007,2007,9,868,12,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.26913919679218,2007,2007,9,868,3,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.65192896762774,2007,2007,9,1643,39,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.570170360918,2007,2007,9,1387,38,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.22521620865013,2006,2007,9,903,10,terraced,individual_heating,management_in_trust,123,181,7.5,2.5,3,3,11,Myung-duk,3,1,1,1,2,0,4,3,3,1,4,8,11
5.29716938096923,2007,2007,9,868,13,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
4.87119918812014,1997,2007,10,644,15,mixed,individual_heating,management_in_trust,82,56,7.5,17.5,1,2,4,Chil-sung-market,7,1,2,1,1,1,4,0,0,3,5,13,7
4.67119136234076,1985,2007,10,587,5,corridor,individual_heating,self_management,80,76,2.5,7.5,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
4.79201326819371,1985,2007,10,676,7,corridor,individual_heating,self_management,80,76,2.5,7.5,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
5.46543490417432,2006,2007,10,2056,2,terraced,individual_heating,management_in_trust,249,536,2.5,2.5,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
5.34485972377611,1993,2007,10,1761,15,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.58540432396496,1992,2007,10,355,13,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.78260876776133,1992,2007,10,576,2,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
5.14004584863764,1993,2007,10,914,9,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.60013397378203,1992,2007,10,355,5,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.55970318879547,1992,2007,10,355,1,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.9681092011282,1993,2007,10,644,18,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.24795118303009,1993,2007,10,1451,17,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.12876425872828,1993,2007,10,914,16,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.8914036364466,1992,2007,10,644,7,mixed,individual_heating,self_management,142,79,7.5,17.5,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
4.93368970895789,1993,2007,10,644,17,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.1510387162492,1992,2007,10,1448,11,mixed,individual_heating,self_management,142,79,7.5,17.5,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
4.99224414404677,1993,2007,10,644,12,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.54897872492124,1992,2007,10,355,8,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
5.20219396510999,1993,2007,10,1288,15,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.98034430669107,1993,2007,10,644,14,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.16963623327008,2005,2007,10,743,8,mixed,individual_heating,management_in_trust,67,798,2.5,7.5,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
5.53238105646234,2007,2007,10,1387,42,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.29522612743831,2007,2007,10,868,7,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.25867319313149,2007,2007,10,868,7,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.53909743643678,2007,2007,10,1387,28,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
4.74626045151184,1985,2007,11,587,9,corridor,individual_heating,self_management,80,76,2.5,7.5,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
5.54131334438957,2007,2007,11,1334,10,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.54131334438957,2007,2007,11,1334,17,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.58340850002881,2007,2007,11,1444,16,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.66542243990386,2007,2007,11,1690,22,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.60967869899115,2007,2007,11,1629,4,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.55651477063003,2007,2007,11,1483,4,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.49958949283112,2007,2007,11,1334,3,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.46146851230553,2007,2007,11,1273,3,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.54241707288862,2007,2007,11,1483,3,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.66790662363277,2007,2007,11,1690,25,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.59528122591745,2007,2007,11,1629,3,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.61156293985255,2007,2007,11,1690,3,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.54241707288862,2007,2007,11,1483,3,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.570170360918,2007,2007,11,1483,9,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.51394702819286,2007,2007,11,1334,4,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.54241707288862,2007,2007,11,1483,4,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.570170360918,2007,2007,11,1483,6,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.54241707288862,2007,2007,11,1483,5,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.570170360918,2007,2007,11,1483,8,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.52784634981128,2007,2007,11,1483,3,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.55651477063003,2007,2007,11,1483,4,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.55651477063003,2007,2007,11,1483,6,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
4.97832662719806,1986,2007,11,910,15,corridor,individual_heating,management_in_trust,100,18,2.5,7.5,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
5.04382972811213,1993,2007,11,914,1,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.2140911251795,2005,2007,11,914,8,mixed,individual_heating,management_in_trust,67,798,2.5,7.5,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
5.36588465898189,2007,2007,11,1103,24,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
4.9381443085141,1993,2007,11,644,15,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.23695523247459,1993,2007,11,1761,4,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.28934364511863,1993,2007,11,2337,18,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.55970318879547,1992,2007,11,355,4,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.77942331607832,1992,2007,11,576,14,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.94691873359327,1993,2007,11,644,19,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.79201326819371,1992,2007,11,576,8,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.91306112951552,1992,2007,11,644,16,mixed,individual_heating,self_management,142,79,7.5,17.5,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
4.77942331607832,1992,2007,11,576,11,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
5.28137430235505,2007,2007,11,868,8,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.61156293985255,2007,2007,11,1643,4,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.21173709003287,1986,2007,11,1131,5,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.30864763647033,2007,2007,11,868,21,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
4.976304116552,1986,2007,12,910,16,corridor,individual_heating,management_in_trust,100,18,2.5,7.5,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
5.38546327245053,2006,2007,12,1437,4,terraced,individual_heating,management_in_trust,249,536,2.5,2.5,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
5.48849995184093,2006,2007,12,1743,15,terraced,individual_heating,management_in_trust,249,536,2.5,2.5,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
5.45861670025769,2007,2007,12,1366,19,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
5.45612300319438,2007,2007,12,1366,20,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
5.12301162849906,1993,2007,12,914,16,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.24795118303009,2007,2007,12,914,30,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
5.51052088206516,2007,2007,12,1448,30,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
4.96395301665248,1993,2007,12,644,15,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.06086397341891,1993,2007,12,914,9,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.13725280638266,1993,2007,12,914,21,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.42404162416304,2007,2007,12,1394,24,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
4.98831364945465,1993,2007,12,644,17,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.29987541042349,2007,2007,12,1103,17,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
5.46239799789896,2007,2007,12,1366,18,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
4.91539983521227,1993,2007,12,644,8,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.12876425872828,1993,2007,12,914,11,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.30485444156823,2007,2007,12,868,24,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.26913919679218,1986,2007,12,1131,5,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.24138707722463,1986,2007,12,1131,11,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.50442872233128,2007,2007,12,1387,30,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.23247769540293,1986,2007,12,1377,2,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.05072380702416,1997,2008,1,914,11,mixed,individual_heating,management_in_trust,82,56,7.5,17.5,1,2,4,Chil-sung-market,7,1,2,1,1,1,4,0,0,3,5,13,7
4.86073318445945,1985,2008,1,676,6,corridor,individual_heating,self_management,80,76,2.5,7.5,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
5.65192896762774,2007,2008,1,1690,18,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.66542243990386,2007,2008,1,1690,20,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.50201584782946,2007,2008,1,1273,13,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
5.47049869349092,2007,2008,1,1273,18,terraced,individual_heating,management_in_trust,7,605,2.5,2.5,2,5,5,Banwoldang,4,1,2,1,0,1,2,1,1,1,5,9,5
4.64588383034202,1986,2008,1,508,1,corridor,individual_heating,management_in_trust,100,18,2.5,7.5,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
4.71034588102443,1986,2008,1,508,11,corridor,individual_heating,management_in_trust,100,18,2.5,7.5,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
4.71777032934034,1986,2008,1,547,4,corridor,individual_heating,management_in_trust,100,18,2.5,7.5,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
5.42404162416304,2006,2008,1,1437,28,terraced,individual_heating,management_in_trust,249,536,2.5,2.5,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
4.58839497294219,1992,2008,1,355,3,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.60013397378203,1992,2008,1,355,12,corridor,individual_heating,management_in_trust,200,0,7.5,12.5,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
4.92464104741716,1993,2008,1,644,21,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.32713202011654,2005,2008,1,1184,17,mixed,individual_heating,management_in_trust,67,798,2.5,7.5,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
5.3534603574247,2007,2008,1,1103,14,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
5.17991642243738,2005,2008,1,743,10,mixed,individual_heating,management_in_trust,67,798,2.5,7.5,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
4.959756672991,1993,2008,1,644,20,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.11864493938989,2005,2008,1,743,3,mixed,individual_heating,management_in_trust,67,798,2.5,7.5,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
5.13161224931679,1993,2008,1,914,10,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.21362133782229,2007,2008,1,914,26,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
5.24795118303009,2007,2008,1,914,26,terraced,individual_heating,management_in_trust,554,524,2.5,2.5,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
4.90595769909243,1993,2008,1,644,2,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
4.93592523681061,1993,2008,1,644,12,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.10073575037086,1993,2008,1,914,17,mixed,individual_heating,management_in_trust,523,536,2.5,17.5,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
5.31798816210459,1986,2008,1,1377,10,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.29716938096923,2007,2008,1,868,11,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.30864763647033,2007,2008,1,868,24,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.28934364511863,2007,2008,1,868,10,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.54625756416594,2007,2008,1,1387,41,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
5.0766113198451,1986,2008,1,914,4,terraced,central_heating,management_in_trust,713,0,2.5,12.5,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
5.2873649772782,2007,2008,1,868,14,terraced,individual_heating,management_in_trust,0,1270,2.5,2.5,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
